policyID;county;point_latitube;point_longitube
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;CLAY COUNTY;30.125.489;30.698.521
123;SUN COUNTY;30.125.489;30.698.521
123;SUN COUNTY;30.125.489;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
123;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
1245;SUN COUNTY;31.125.485;30.698.521
